Entry	Entry Name	Gene Names	Organism
P26572	MGAT1_HUMAN	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	Homo sapiens (Human)
P26715	NKG2A_HUMAN	KLRC1 NKG2A	Homo sapiens (Human)
P26717	NKG2C_HUMAN	KLRC2 NKG2C	Homo sapiens (Human)
P26718	NKG2D_HUMAN	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)
P27487	DPP4_HUMAN	DPP4 ADCP2 CD26	Homo sapiens (Human)
P28845	DHI1_HUMAN	HSD11B1 HSD11 HSD11L SDR26C1	Homo sapiens (Human)
P28907	CD38_HUMAN	CD38	Homo sapiens (Human)
P29965	CD40L_HUMAN	CD40LG CD40L TNFSF5 TRAP	Homo sapiens (Human)
P32970	CD70_HUMAN	CD70 CD27L CD27LG TNFSF7	Homo sapiens (Human)
P32971	TNFL8_HUMAN	TNFSF8 CD30L CD30LG	Homo sapiens (Human)
P33908	MA1A1_HUMAN	MAN1A1	Homo sapiens (Human)
P36269	GGT5_HUMAN	GGT5 GGTLA1	Homo sapiens (Human)
P37059	DHB2_HUMAN	HSD17B2 EDH17B2 SDR9C2	Homo sapiens (Human)
P41273	TNFL9_HUMAN	TNFSF9	Homo sapiens (Human)
P42167	LAP2B_HUMAN	TMPO LAP2	Homo sapiens (Human)
P42658	DPP6_HUMAN	DPP6	Homo sapiens (Human)
P42857	NSG1_HUMAN	NSG1 D4S234 NEEP21	Homo sapiens (Human)
P42892	ECE1_HUMAN	ECE1	Homo sapiens (Human)
P46695	IEX1_HUMAN	IER3 DIF2 IEX1 PRG1	Homo sapiens (Human)
P48023	TNFL6_HUMAN	FASLG APT1LG1 CD95L FASL TNFSF6	Homo sapiens (Human)
P49641	MA2A2_HUMAN	MAN2A2 MANA2X	Homo sapiens (Human)
P50591	TNF10_HUMAN	TNFSF10 APO2L TRAIL	Homo sapiens (Human)
P51164	ATP4B_HUMAN	ATP4B	Homo sapiens (Human)
P51993	FUT6_HUMAN	FUT6 FCT3A	Homo sapiens (Human)
P52848	NDST1_HUMAN	NDST1 HSST HSST1	Homo sapiens (Human)
P52849	NDST2_HUMAN	NDST2 HSST2	Homo sapiens (Human)
P54709	AT1B3_HUMAN	ATP1B3	Homo sapiens (Human)
P55073	IOD3_HUMAN	DIO3 ITDI3 TXDI3	Homo sapiens (Human)
P57727	TMPS3_HUMAN	TMPRSS3 ECHOS1 TADG12 UNQ323/PRO382	Homo sapiens (Human)
P61009	SPCS3_HUMAN	SPCS3 SPC22 UNQ1841/PRO3567	Homo sapiens (Human)
P61647	SIA8F_HUMAN	ST8SIA6 SIAT8F	Homo sapiens (Human)
P67812	SC11A_HUMAN	SEC11A SEC11L1 SPC18 SPCS4A	Homo sapiens (Human)
P78380	OLR1_HUMAN	OLR1 CLEC8A LOX1	Homo sapiens (Human)
P78562	PHEX_HUMAN	PHEX PEX	Homo sapiens (Human)
P98073	ENTK_HUMAN	TMPRSS15 ENTK PRSS7	Homo sapiens (Human)
Q00973	B4GN1_HUMAN	B4GALNT1 GALGT SIAT2	Homo sapiens (Human)
Q01628	IFM3_HUMAN	IFITM3	Homo sapiens (Human)
Q01629	IFM2_HUMAN	IFITM2	Homo sapiens (Human)
Q02742	GCNT1_HUMAN	GCNT1 NACGT2	Homo sapiens (Human)
Q04609	FOLH1_HUMAN	FOLH1 FOLH NAALAD1 PSM PSMA GIG27	Homo sapiens (Human)
Q06643	TNFC_HUMAN	LTB TNFC TNFSF3	Homo sapiens (Human)
Q07065	CKAP4_HUMAN	CKAP4	Homo sapiens (Human)
Q07075	AMPE_HUMAN	ENPEP	Homo sapiens (Human)
Q07108	CD69_HUMAN	CD69 CLEC2C	Homo sapiens (Human)
Q07444	NKG2E_HUMAN	KLRC3 NKG2E	Homo sapiens (Human)
Q07837	SLC31_HUMAN	SLC3A1 NBAT	Homo sapiens (Human)
Q09327	MGAT3_HUMAN	MGAT3 GGNT3	Homo sapiens (Human)
Q09328	MGT5A_HUMAN	MGAT5 GGNT5	Homo sapiens (Human)
Q10469	MGAT2_HUMAN	MGAT2	Homo sapiens (Human)
Q10471	GALT2_HUMAN	GALNT2	Homo sapiens (Human)
Q10472	GALT1_HUMAN	GALNT1	Homo sapiens (Human)
Q10589	BST2_HUMAN	BST2	Homo sapiens (Human)
Q10981	FUT2_HUMAN	FUT2 SEC2	Homo sapiens (Human)
Q11128	FUT5_HUMAN	FUT5	Homo sapiens (Human)
Q11130	FUT7_HUMAN	FUT7	Homo sapiens (Human)
Q11201	SIA4A_HUMAN	ST3GAL1 SIAT4 SIAT4A	Homo sapiens (Human)
Q11203	SIAT6_HUMAN	ST3GAL3 SIAT6	Homo sapiens (Human)
Q11206	SIA4C_HUMAN	ST3GAL4 CGS23 NANTA3 SIAT4C STZ	Homo sapiens (Human)
Q12797	ASPH_HUMAN	ASPH BAH	Homo sapiens (Human)
Q12884	SEPR_HUMAN	FAP	Homo sapiens (Human)
Q12918	KLRB1_HUMAN	KLRB1 CLEC5B NKRP1A	Homo sapiens (Human)
Q13061	TRDN_HUMAN	TRDN	Homo sapiens (Human)
Q13241	KLRD1_HUMAN	KLRD1 CD94	Homo sapiens (Human)
Q13326	SGCG_HUMAN	SGCG	Homo sapiens (Human)
Q13724	MOGS_HUMAN	MOGS GCS1	Homo sapiens (Human)
Q14435	GALT3_HUMAN	GALNT3	Homo sapiens (Human)
Q14494	NF2L1_HUMAN	NFE2L1 HBZ17 NRF1 TCF11	Homo sapiens (Human)
Q16394	EXT1_HUMAN	EXT1	Homo sapiens (Human)
Q16585	SGCB_HUMAN	SGCB	Homo sapiens (Human)
Q16706	MA2A1_HUMAN	MAN2A1 MANA2	Homo sapiens (Human)
Q16842	SIA4B_HUMAN	ST3GAL2 SIAT4B	Homo sapiens (Human)
Q16853	AOC3_HUMAN	AOC3 VAP1	Homo sapiens (Human)
Q2HXU8	CL12B_HUMAN	CLEC12B UNQ5782/PRO16089	Homo sapiens (Human)
Q3T906	GNPTA_HUMAN	GNPTAB GNPTA KIAA1208	Homo sapiens (Human)
Q3V5L5	MGT5B_HUMAN	MGAT5B KIAA2008	Homo sapiens (Human)
Q495T6	MMEL1_HUMAN	MMEL1 MELL1 MMEL2 NEP2	Homo sapiens (Human)
Q495W5	FUT11_HUMAN	FUT11	Homo sapiens (Human)
Q49A17	GLTL6_HUMAN	GALNTL6 GALNT17	Homo sapiens (Human)
Q58DX5	NADL2_HUMAN	NAALADL2	Homo sapiens (Human)
Q5KU26	COL12_HUMAN	COLEC12 CLP1 NSR2 SCARA4 SRCL	Homo sapiens (Human)
Q5QGZ9	CL12A_HUMAN	CLEC12A CLL1 DCAL2 KLRL1 MICL	Homo sapiens (Human)
Q5TAT6	CODA1_HUMAN	COL13A1	Homo sapiens (Human)
Q5VT66	MARC1_HUMAN	MTARC1 MARC1 MOSC1	Homo sapiens (Human)
Q68CJ9	CR3L3_HUMAN	CREB3L3 CREBH HYST1481	Homo sapiens (Human)
Q6AZY7	SCAR3_HUMAN	SCARA3 CSR	Homo sapiens (Human)
Q6EIG7	CLC6A_HUMAN	CLEC6A CLECSF10 DECTIN2	Homo sapiens (Human)
Q6IAN0	DRS7B_HUMAN	DHRS7B SDR32C1 CGI-93 UNQ212/PRO238	Homo sapiens (Human)
Q6IS24	GLT17_HUMAN	GALNT17 WBSCR17	Homo sapiens (Human)
Q6L9W6	B4GN3_HUMAN	B4GALNT3	Homo sapiens (Human)
Q6NSJ0	MYORG_HUMAN	MYORG KIAA1161	Homo sapiens (Human)
Q6P179	ERAP2_HUMAN	ERAP2 LRAP	Homo sapiens (Human)
Q6P4F1	FUT10_HUMAN	FUT10	Homo sapiens (Human)
Q6P531	GGT6_HUMAN	GGT6	Homo sapiens (Human)
Q6P9A2	GLT18_HUMAN	GALNT18 GALNTL4	Homo sapiens (Human)
Q6PIU2	NCEH1_HUMAN	NCEH1 AADACL1 KIAA1363	Homo sapiens (Human)
Q6Q4G3	AMPQ_HUMAN	LVRN AQPEP	Homo sapiens (Human)
Q6UVW9	CLC2A_HUMAN	CLEC2A KACL UNQ5792/PRO19597	Homo sapiens (Human)
Q6UWU4	CF089_HUMAN	C6orf89 BRAP UNQ177/PRO203	Homo sapiens (Human)
Q6UXB4	CLC4G_HUMAN	CLEC4G UNQ431/PRO792	Homo sapiens (Human)
Q6UXN8	CLC9A_HUMAN	CLEC9A UNQ9341/PRO34046	Homo sapiens (Human)
Q6Y288	B3GLT_HUMAN	B3GLCT B3GALTL B3GTL	Homo sapiens (Human)
Q6ZMB0	B3GN6_HUMAN	B3GNT6	Homo sapiens (Human)
Q6ZMI3	GLDN_HUMAN	GLDN COLM UNQ9339/PRO34011	Homo sapiens (Human)
Q6ZMJ2	SCAR5_HUMAN	SCARA5 UNQ2938/PRO28700	Homo sapiens (Human)
Q6ZMR5	TM11A_HUMAN	TMPRSS11A ECRG1 HATL1 HESP	Homo sapiens (Human)
Q6ZS10	CL17A_HUMAN	CLEC17A	Homo sapiens (Human)
Q70JA7	CHSS3_HUMAN	CHSY3 CHSY2 CSS3	Homo sapiens (Human)
Q70SY1	CR3L2_HUMAN	CREB3L2 BBF2H7	Homo sapiens (Human)
Q7L1S5	CHST9_HUMAN	CHST9 UNQ2549/PRO6175	Homo sapiens (Human)
Q7L5N7	PCAT2_HUMAN	LPCAT2 AGPAT11 AYTL1	Homo sapiens (Human)
Q7LFX5	CHSTF_HUMAN	CHST15 BRAG GALNAC4S6ST KIAA0598	Homo sapiens (Human)
Q7LGA3	HS2ST_HUMAN	HS2ST1 HS2ST KIAA0448	Homo sapiens (Human)
Q7LGC8	CHST3_HUMAN	CHST3	Homo sapiens (Human)
Q7Z410	TMPS9_HUMAN	TMPRSS9	Homo sapiens (Human)
Q7Z412	PEX26_HUMAN	PEX26	Homo sapiens (Human)
Q7Z4T8	GLTL5_HUMAN	GALNTL5 GALNT15	Homo sapiens (Human)
Q7Z7M8	B3GN8_HUMAN	B3GNT8 B3GALT7 BGALT15	Homo sapiens (Human)
Q7Z7M9	GALT5_HUMAN	GALNT5	Homo sapiens (Human)
Q86SF2	GALT7_HUMAN	GALNT7	Homo sapiens (Human)
Q86SR1	GLT10_HUMAN	GALNT10	Homo sapiens (Human)
Q86T26	TM11B_HUMAN	TMPRSS11B HATL5	Homo sapiens (Human)
Q86UP2	KTN1_HUMAN	KTN1 CG1 KIAA0004	Homo sapiens (Human)
Q86W10	CP4Z1_HUMAN	CYP4Z1 UNQ3060/PRO9882	Homo sapiens (Human)
Q86WD7	SPA9_HUMAN	SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337	Homo sapiens (Human)
Q86X52	CHSS1_HUMAN	CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487	Homo sapiens (Human)
Q86Y38	XYLT1_HUMAN	XYLT1 XT1	Homo sapiens (Human)
Q8IU80	TMPS6_HUMAN	TMPRSS6 UNQ354/PRO618	Homo sapiens (Human)
Q8IUC8	GLT13_HUMAN	GALNT13 KIAA1918	Homo sapiens (Human)
Q8IUN9	CLC10_HUMAN	CLEC10A CLECSF13 CLECSF14 HML	Homo sapiens (Human)
Q8IV08	PLD3_HUMAN	PLD3	Homo sapiens (Human)
Q8IX19	MCEM1_HUMAN	MCEMP1 C19orf59	Homo sapiens (Human)
Q8IXA5	SACA3_HUMAN	SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862	Homo sapiens (Human)
Q8IXK2	GLT12_HUMAN	GALNT12	Homo sapiens (Human)
Q8IXL6	FA20C_HUMAN	FAM20C DMP4	Homo sapiens (Human)
Q8IZ52	CHSS2_HUMAN	CHPF CSS2 UNQ651/PRO1281	Homo sapiens (Human)
Q8IZT8	HS3S5_HUMAN	HS3ST5 3OST5 HS3OST5	Homo sapiens (Human)
Q8N0V5	GNT2A_HUMAN	GCNT2 GCNT5 II NACGT1	Homo sapiens (Human)
Q8N3T1	GLT15_HUMAN	GALNT15 GALNTL2 UNQ770/PRO1564	Homo sapiens (Human)
Q8N3Y3	LARG2_HUMAN	LARGE2 GYLTL1B PP5656	Homo sapiens (Human)
Q8N428	GLT16_HUMAN	GALNT16 GALNTL1 KIAA1130	Homo sapiens (Human)
Q8N4A0	GALT4_HUMAN	GALNT4	Homo sapiens (Human)
Q8N539	FBCD1_HUMAN	FIBCD1 UNQ701/PRO1346	Homo sapiens (Human)
Q8N5D6	GBGT1_HUMAN	GBGT1 UNQ2513/PRO6002	Homo sapiens (Human)
Q8N608	DPP10_HUMAN	DPP10 DPRP3 KIAA1492	Homo sapiens (Human)
Q8N6G5	CGAT2_HUMAN	CSGALNACT2 CHGN2 GALNACT2 PRO0082	Homo sapiens (Human)
Q8NAT1	PMGT2_HUMAN	POMGNT2 AGO61 C3orf39 EOGTL GTDC2	Homo sapiens (Human)
Q8NBI6	XXLT1_HUMAN	XXYLT1 C3orf21 PSEC0251	Homo sapiens (Human)
Q8NBJ4	GOLM1_HUMAN	GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326	Homo sapiens (Human)
Q8NBZ7	UXS1_HUMAN	UXS1 UNQ2538/PRO6079	Homo sapiens (Human)
Q8NC01	CLC1A_HUMAN	CLEC1A CLEC1 UNQ569/PRO1131	Homo sapiens (Human)
Q8NCG5	CHST4_HUMAN	CHST4	Homo sapiens (Human)
Q8NCH0	CHSTE_HUMAN	CHST14 D4ST1 UNQ1925/PRO4400	Homo sapiens (Human)
Q8NCL4	GALT6_HUMAN	GALNT6	Homo sapiens (Human)
Q8NCR0	B3GL2_HUMAN	B3GALNT2	Homo sapiens (Human)
Q8NCW6	GLT11_HUMAN	GALNT11	Homo sapiens (Human)
Q8NDV1	SIA7C_HUMAN	ST6GALNAC3 SIAT7C UNQ2787/PRO7177	Homo sapiens (Human)
Q8NES3	LFNG_HUMAN	LFNG	Homo sapiens (Human)
Q8NET6	CHSTD_HUMAN	CHST13	Homo sapiens (Human)
Q8NF37	PCAT1_HUMAN	LPCAT1 AYTL2 PFAAP3	Homo sapiens (Human)
Q8NFL0	B3GN7_HUMAN	B3GNT7	Homo sapiens (Human)
Q8NHY0	B4GN2_HUMAN	B4GALNT2 GALGT2	Homo sapiens (Human)
Q8TC12	RDH11_HUMAN	RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82	Homo sapiens (Human)
Q8TDX6	CGAT1_HUMAN	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Homo sapiens (Human)
Q8TE99	PXYP1_HUMAN	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706	Homo sapiens (Human)
Q8TEY5	CR3L4_HUMAN	CREB3L4 AIBZIP CREB4 JAL	Homo sapiens (Human)
Q8WTT0	CLC4C_HUMAN	CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150	Homo sapiens (Human)
Q8WU67	ABHD3_HUMAN	ABHD3	Homo sapiens (Human)
Q8WVQ1	CANT1_HUMAN	CANT1 SHAPY	Homo sapiens (Human)
Q8WXI8	CLC4D_HUMAN	CLEC4D CLECSF8 MCL	Homo sapiens (Human)
Q8WZA1	PMGT1_HUMAN	POMGNT1 MGAT1.2 UNQ746/PRO1475	Homo sapiens (Human)
Q92185	SIA8A_HUMAN	ST8SIA1 SIAT8 SIAT8A	Homo sapiens (Human)
Q92186	SIA8B_HUMAN	ST8SIA2 SIAT8B STX	Homo sapiens (Human)
Q92187	SIA8D_HUMAN	ST8SIA4 PST PST1 SIAT8D	Homo sapiens (Human)
Q92478	CLC2B_HUMAN	CLEC2B AICL CLECSF2 IFNRG1	Homo sapiens (Human)
Q92611	EDEM1_HUMAN	EDEM1 EDEM KIAA0212	Homo sapiens (Human)
Q92629	SGCD_HUMAN	SGCD	Homo sapiens (Human)
Q92838	EDA_HUMAN	EDA ED1 EDA2	Homo sapiens (Human)
Q92935	EXTL1_HUMAN	EXTL1 EXTL	Homo sapiens (Human)
Q93063	EXT2_HUMAN	EXT2	Homo sapiens (Human)
Q969X2	SIA7F_HUMAN	ST6GALNAC6 SIAT7F UNQ708/PRO1359	Homo sapiens (Human)
Q96A11	G3ST3_HUMAN	GAL3ST3	Homo sapiens (Human)
Q96AG4	LRC59_HUMAN	LRRC59 PRO1855	Homo sapiens (Human)
Q96BA8	CR3L1_HUMAN	CREB3L1 OASIS PSEC0238	Homo sapiens (Human)
Q96BZ4	PLD4_HUMAN	PLD4 C14orf175 UNQ2488/PRO5775	Homo sapiens (Human)
Q96E93	KLRG1_HUMAN	KLRG1 CLEC15A MAFA MAFAL	Homo sapiens (Human)
Q96EU7	C1GLC_HUMAN	C1GALT1C1 COSMC HSPC067 MSTP143 UNQ273/PRO310	Homo sapiens (Human)
Q96FL9	GLT14_HUMAN	GALNT14 UNQ2434/PRO4994	Homo sapiens (Human)
Q96JF0	SIAT2_HUMAN	ST6GAL2 KIAA1877 SIAT2	Homo sapiens (Human)
Q96L58	B3GT6_HUMAN	B3GALT6	Homo sapiens (Human)
Q96MM7	H6ST2_HUMAN	HS6ST2 PSEC0092	Homo sapiens (Human)
Q96QI5	HS3S6_HUMAN	HS3ST6 HS3ST5	Homo sapiens (Human)
Q96RP7	G3ST4_HUMAN	GAL3ST4 PP6968	Homo sapiens (Human)
Q99941	ATF6B_HUMAN	ATF6B CREBL1 G13	Homo sapiens (Human)
Q99946	PRRT1_HUMAN	PRRT1 C6orf31 NG5	Homo sapiens (Human)
Q99999	G3ST1_HUMAN	GAL3ST1 CST	Homo sapiens (Human)
Q9BV23	ABHD6_HUMAN	ABHD6	Homo sapiens (Human)
Q9BVA6	FICD_HUMAN	FICD HIP13 HYPE UNQ3041/PRO9857	Homo sapiens (Human)
Q9BVH7	SIA7E_HUMAN	ST6GALNAC5 SIAT7E	Homo sapiens (Human)
Q9BX97	PLVAP_HUMAN	PLVAP FELS PV1	Homo sapiens (Human)
Q9BXN2	CLC7A_HUMAN	CLEC7A BGR CLECSF12 DECTIN1 UNQ539/PRO1082	Homo sapiens (Human)
Q9BXS0	COPA1_HUMAN	COL25A1	Homo sapiens (Human)
Q9BY50	SC11C_HUMAN	SEC11C SEC11L3 SPC21 SPCS4C	Homo sapiens (Human)
Q9BY79	MFRP_HUMAN	MFRP	Homo sapiens (Human)
Q9BYC5	FUT8_HUMAN	FUT8	Homo sapiens (Human)
Q9BYE2	TMPSD_HUMAN	TMPRSS13 MSP TMPRSS11	Homo sapiens (Human)
Q9BYG0	B3GN5_HUMAN	B3GNT5	Homo sapiens (Human)
Q9C0J1	B3GN4_HUMAN	B3GNT4 UNQ1898/PRO4344	Homo sapiens (Human)
Q9GZS9	CHST5_HUMAN	CHST5	Homo sapiens (Human)
Q9GZX3	CHST6_HUMAN	CHST6	Homo sapiens (Human)
Q9H1B5	XYLT2_HUMAN	XYLT2 XT2 UNQ3058/PRO9878	Homo sapiens (Human)
Q9H2A9	CHST8_HUMAN	CHST8	Homo sapiens (Human)
Q9H2S6	TNMD_HUMAN	TNMD CHM1L UNQ771/PRO1565	Homo sapiens (Human)
Q9H2X3	CLC4M_HUMAN	CLEC4M CD209L CD209L1 CD299	Homo sapiens (Human)
Q9H3Q3	G3ST2_HUMAN	GAL3ST2 GP3ST	Homo sapiens (Human)
Q9H3R1	NDST4_HUMAN	NDST4 HSST4	Homo sapiens (Human)
Q9H3S3	TMPS5_HUMAN	TMPRSS5	Homo sapiens (Human)
Q9H4F1	SIA7D_HUMAN	ST6GALNAC4 SIAT3C SIAT7D	Homo sapiens (Human)
Q9H5K3	SG196_HUMAN	POMK SGK196	Homo sapiens (Human)
Q9H7V2	SYNG1_HUMAN	SYNDIG1 C20orf39 TMEM90B	Homo sapiens (Human)
Q9H9S5	FKRP_HUMAN	FKRP	Homo sapiens (Human)
Q9HC10	OTOF_HUMAN	OTOF FER1L2	Homo sapiens (Human)
Q9HCQ5	GALT9_HUMAN	GALNT9	Homo sapiens (Human)
Q9HDC9	APMAP_HUMAN	APMAP C20orf3 UNQ1869/PRO4305	Homo sapiens (Human)
Q9NNX6	CD209_HUMAN	CD209 CLEC4L	Homo sapiens (Human)
Q9NPC4	A4GAT_HUMAN	A4GALT A14GALT A4GALT1	Homo sapiens (Human)
Q9NPF2	CHSTB_HUMAN	CHST11	Homo sapiens (Human)
Q9NPZ5	B3GA2_HUMAN	B3GAT2 GLCATS KIAA1963	Homo sapiens (Human)
Q9NQX7	ITM2C_HUMAN	ITM2C BRI3 hucep-14 NPD018 PSEC0047	Homo sapiens (Human)
Q9NR34	MA1C1_HUMAN	MAN1C1 MAN1A3 MAN1C	Homo sapiens (Human)
Q9NR71	ASAH2_HUMAN	ASAH2 HNAC1	Homo sapiens (Human)
Q9NRB3	CHSTC_HUMAN	CHST12 UNQ500/PRO1017	Homo sapiens (Human)
Q9NRQ2	PLS4_HUMAN	PLSCR4 GIG43	Homo sapiens (Human)
Q9NRS4	TMPS4_HUMAN	TMPRSS4 TMPRSS3 UNQ776/PRO1570	Homo sapiens (Human)
Q9NRY6	PLS3_HUMAN	PLSCR3	Homo sapiens (Human)
Q9NRY7	PLS2_HUMAN	PLSCR2	Homo sapiens (Human)
Q9NS00	C1GLT_HUMAN	C1GALT1	Homo sapiens (Human)
Q9NS84	CHST7_HUMAN	CHST7	Homo sapiens (Human)
